age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
39,Bachelor's,Operations Manager,8.6,46.9,Male,Canada,Finance,132659.7
23,Master's,Software Engineer,5.0,38.9,Male,Canada,Manufacturing,158865.23
49,Bachelor's,Customer Support,20.1,43.1,Male,Germany,Finance,124894.13
35,PhD,Customer Support,5.5,41.8,Female,Canada,Technology,182434.09
25,Bachelor's,HR Specialist,1.9,35.4,Female,Germany,Retail,92087.59
45,Bachelor's,Product Manager,11.7,42.8,Male,USA,Retail,155971.41
48,PhD,Financial Analyst,18.3,45.1,Female,Germany,Education,155642.87
41,High School,HR Specialist,16.2,36.8,Female,UK,Retail,88299.47
35,Master's,Financial Analyst,15.9,43.3,Female,USA,Education,150991.84
31,Bachelor's,Marketing Manager,11.5,37.8,Male,Germany,Manufacturing,126503.84
36,Bachelor's,Operations Manager,6.5,38.1,Female,Canada,Healthcare,134601.62
42,Bachelor's,Customer Support,5.0,35.9,Male,Germany,Education,80051.4
56,Master's,Customer Support,19.6,49.0,Male,India,Education,49656.95
33,Bachelor's,Product Manager,7.5,20.3,Female,Australia,Healthcare,165355.63
26,Bachelor's,Marketing Manager,0.2,22.5,Male,Australia,Healthcare,115010.22
25,Bachelor's,Product Manager,3.1,41.3,Female,Germany,Finance,181992.19
36,Bachelor's,HR Specialist,16.6,40.3,Male,Germany,Retail,110788.45
53,Bachelor's,Product Manager,16.1,35.2,Male,India,Healthcare,52148.64
35,High School,Sales Executive,11.1,44.3,Female,Germany,Finance,114521.24
40,Master's,Operations Manager,7.2,37.4,Female,India,Education,42871.62
39,Master's,Financial Analyst,7.8,46.7,Male,USA,Retail,136852.82
37,Bachelor's,Data Analyst,9.9,44.4,Female,USA,Education,120171.1
38,Master's,Mechanical Engineer,9.1,32.9,Male,India,Technology,80755.25
48,Master's,Operations Manager,21.3,42.4,Male,Australia,Technology,174488.9
36,Bachelor's,Mechanical Engineer,11.9,50.3,Female,Australia,Retail,117202.88
27,High School,Marketing Manager,7.7,,Male,UK,Finance,123567.7
36,Master's,Marketing Manager,11.9,40.6,Male,Germany,Technology,209691.56
48,Bachelor's,Sales Executive,10.4,45.6,Female,Canada,Finance,163783.66
35,Bachelor's,Financial Analyst,6.2,51.2,Female,Germany,Finance,168274.32
30,High School,Operations Manager,0.0,46.1,Male,India,Retail,30539.69
55,Bachelor's,Financial Analyst,14.4,34.8,Female,Germany,Education,110493.52
43,High School,Sales Executive,11.8,28.6,Male,Australia,Retail,77571.63
41,Master's,Customer Support,14.6,54.5,Male,USA,Retail,136550.08
49,PhD,Software Engineer,13.8,46.8,Male,Australia,Retail,148636.02
44,High School,Data Analyst,17.0,58.0,Male,Canada,Finance,136034.23
55,Bachelor's,Operations Manager,17.9,52.7,Female,UK,Healthcare,130510.75
49,Master's,Data Analyst,15.4,39.7,Male,Australia,Finance,226179.71
41,Master's,Mechanical Engineer,13.2,42.5,Male,USA,Education,142093.87
21,Bachelor's,Software Engineer,3.0,36.6,Male,Australia,Manufacturing,133183.03
36,High School,Operations Manager,4.1,41.4,Male,India,Technology,42677.93
33,PhD,Customer Support,11.5,34.1,Female,India,Healthcare,70616.89
36,Bachelor's,Software Engineer,7.3,35.0,Male,USA,Manufacturing,170412.72
37,Master's,Product Manager,17.9,54.3,Female,UK,Retail,164241.07
40,PhD,Financial Analyst,8.3,20.2,Male,Canada,Healthcare,194352.17
43,Bachelor's,Product Manager,14.6,28.9,Male,UK,Finance,165396.52
59,Bachelor's,Data Analyst,14.5,49.3,Male,Canada,Education,123700.57
48,Bachelor's,Data Analyst,17.1,34.7,Female,Australia,Education,118592.56
37,High School,Mechanical Engineer,10.0,46.0,Female,Germany,Education,76947.29
42,Bachelor's,Mechanical Engineer,10.5,32.7,Female,USA,Technology,189891.99
33,Bachelor's,Product Manager,8.0,50.8,Female,Canada,Finance,200265.96
37,Bachelor's,Mechanical Engineer,8.0,43.4,Male,UK,Education,89740.89
43,Bachelor's,Customer Support,12.6,32.5,Male,India,Technology,51657.17
35,Master's,HR Specialist,13.6,42.0,Male,Germany,Finance,153795.16
18,High School,Data Analyst,0.0,40.8,Female,India,Education,29494.49
37,Bachelor's,Marketing Manager,10.7,29.3,Male,Germany,Healthcare,130691.18
51,Bachelor's,Sales Executive,12.7,44.5,Male,Germany,Manufacturing,103868.17
29,Master's,Operations Manager,10.5,20.0,Male,USA,Manufacturing,157127.66
42,Bachelor's,Marketing Manager,8.1,28.1,Other,USA,Manufacturing,149661.14
62,PhD,Data Analyst,28.3,25.8,Female,USA,Technology,288580.84
18,High School,Customer Support,0.0,34.1,Male,Canada,Retail,73107.86
31,High School,Product Manager,4.6,57.5,Male,Australia,Healthcare,120417.69
23,Master's,Software Engineer,2.4,43.0,Female,UK,Healthcare,182876.17
23,Bachelor's,Financial Analyst,5.0,35.5,Female,India,Finance,67626.88
50,High School,Mechanical Engineer,10.4,34.5,Female,USA,Retail,101362.31
29,Bachelor's,Data Analyst,6.6,41.7,Female,UK,Healthcare,150333.66
46,Bachelor's,Mechanical Engineer,15.1,51.3,Male,UK,Technology,188404.18
65,Bachelor's,Marketing Manager,22.2,43.6,Female,Canada,Finance,200077.33
45,Bachelor's,Product Manager,11.4,29.6,Male,USA,Manufacturing,160770.59
18,PhD,Product Manager,0.0,42.9,Female,USA,Healthcare,244423.9
19,High School,Software Engineer,0.0,42.6,Female,Germany,Finance,126714.4
36,Master's,Software Engineer,11.0,31.0,Male,Germany,Education,132901.13
35,High School,Customer Support,12.9,41.8,Male,UK,Technology,112055.62
37,Master's,Customer Support,7.1,34.2,Female,Australia,Finance,168809.71
40,Bachelor's,HR Specialist,1.0,47.1,Male,UK,Retail,107667.55
36,High School,Financial Analyst,15.4,32.8,Male,USA,Technology,133859.31
38,Bachelor's,Customer Support,12.6,30.9,Female,Canada,Manufacturing,106433.59
32,Master's,Operations Manager,5.1,48.3,Female,Australia,Technology,205215.35
25,Bachelor's,Customer Support,1.0,42.8,Male,Australia,Technology,111820.82
35,PhD,Operations Manager,7.8,41.0,Female,Canada,Education,147414.33
50,Bachelor's,Mechanical Engineer,19.9,30.0,Male,Australia,Finance,151144.21
49,Master's,Data Analyst,5.7,43.2,Female,USA,Retail,169071.19
33,Bachelor's,Product Manager,10.8,39.0,Male,USA,Healthcare,215726.15
43,High School,Software Engineer,4.0,56.5,Female,UK,Retail,84369.97
36,Bachelor's,Customer Support,13.3,35.4,Female,India,Retail,36183.04
38,PhD,Data Analyst,12.4,39.3,Female,UK,Retail,144406.53
43,Bachelor's,Sales Executive,10.7,32.9,Female,USA,Healthcare,142908.04
38,Bachelor's,Product Manager,11.1,48.8,Male,UK,Education,123438.84
56,High School,Financial Analyst,24.1,48.2,Female,USA,Manufacturing,135212.48
52,High School,Marketing Manager,21.2,46.1,Male,Germany,Retail,93665.76
37,Bachelor's,Operations Manager,6.4,47.5,Female,USA,Finance,195517.91
45,Bachelor's,Marketing Manager,16.7,29.3,Other,USA,Finance,186087.18
33,High School,HR Specialist,6.1,52.1,Male,India,Retail,29278.93
22,High School,Mechanical Engineer,2.4,33.9,Female,Germany,Technology,110877.55
39,Bachelor's,HR Specialist,8.6,48.1,Male,India,Retail,40877.29
26,Master's,Data Analyst,1.4,42.0,Male,Canada,Healthcare,173703.45
29,High School,Product Manager,8.0,39.2,Male,USA,Healthcare,131484.98
34,High School,Mechanical Engineer,4.1,39.6,Male,Germany,Finance,109069.02
32,Bachelor's,Operations Manager,7.4,49.6,Female,Canada,Healthcare,139961.59
37,Bachelor's,Software Engineer,3.4,43.2,Male,Germany,Manufacturing,133613.62
41,High School,Customer Support,17.1,39.4,Other,Canada,Technology,105735.46
54,Bachelor's,Customer Support,18.4,49.8,Male,India,Healthcare,46848.92
21,Bachelor's,Operations Manager,0.0,33.0,Female,Germany,Manufacturing,100315.37
28,Master's,Financial Analyst,3.1,42.2,Female,Canada,Technology,174854.83
54,Bachelor's,Data Analyst,20.8,48.0,Female,Australia,Manufacturing,140152.41
46,Bachelor's,Sales Executive,14.8,40.9,Female,India,Technology,55172.22
59,High School,Customer Support,16.6,44.0,Female,Germany,Healthcare,89999.41
26,High School,Software Engineer,2.4,27.2,Male,Canada,Finance,103674.64
27,Bachelor's,Customer Support,0.8,50.0,Female,Canada,Manufacturing,100904.88
19,PhD,Software Engineer,0.0,54.4,Male,USA,Finance,293449.57
36,Bachelor's,Marketing Manager,7.4,35.7,Female,India,Education,43605.16
40,Bachelor's,Product Manager,7.6,36.3,Female,Germany,Technology,166238.29
33,High School,Operations Manager,12.5,44.5,Other,USA,Manufacturing,118966.2
56,Master's,Sales Executive,17.5,50.4,Female,Germany,Technology,180473.75
35,High School,Financial Analyst,8.8,39.9,Male,Canada,Technology,145412.21
25,High School,Financial Analyst,2.6,39.1,Male,India,Manufacturing,38945.24
43,Bachelor's,Customer Support,17.5,42.0,Female,Germany,Healthcare,120359.54
18,Bachelor's,Operations Manager,0.0,30.5,Male,Australia,Finance,127438.87
48,Bachelor's,Sales Executive,18.0,55.4,Female,Canada,Finance,165384.94
35,Bachelor's,Customer Support,12.4,51.2,Male,USA,Retail,117278.91
28,Master's,Sales Executive,6.6,40.1,Male,Germany,Finance,146695.9
47,PhD,Customer Support,12.4,40.9,Male,Canada,Education,138986.57
45,High School,Sales Executive,14.5,45.3,Male,USA,Retail,108950.97
45,Bachelor's,Mechanical Engineer,15.8,44.1,Female,UK,Technology,178667.2
45,Master's,Data Analyst,12.5,34.8,Female,USA,Healthcare,186367.53
24,High School,Financial Analyst,6.0,49.8,Other,UK,Manufacturing,101097.08
57,High School,Mechanical Engineer,20.7,49.3,Male,Germany,Education,89493.08
50,PhD,Sales Executive,20.3,43.8,Male,USA,Education,173271.08
36,Bachelor's,Sales Executive,8.9,59.5,Male,Germany,Healthcare,136973.47
39,Master's,Marketing Manager,11.3,55.5,Male,Australia,Education,150678.72
21,High School,Product Manager,0.0,49.3,Male,India,Technology,50438.3
30,High School,Software Engineer,10.5,34.7,Male,USA,Education,110926.39
46,Master's,Data Analyst,7.0,36.7,Female,USA,Education,151884.2
51,Master's,Marketing Manager,17.0,41.5,Female,Australia,Education,141557.23
18,Bachelor's,Sales Executive,0.0,47.3,Male,India,Healthcare,51801.29
34,PhD,Marketing Manager,7.6,57.8,Female,UK,Finance,219701.9
37,Master's,Marketing Manager,8.2,58.9,Male,India,Finance,73498.19
47,Master's,Customer Support,18.3,43.2,Female,Australia,Healthcare,178841.6
39,Bachelor's,Product Manager,9.3,52.7,Female,UK,Manufacturing,154852.67
54,Master's,Mechanical Engineer,20.5,32.3,Female,Germany,Education,115816.97
51,PhD,Product Manager,16.3,35.0,Male,India,Finance,95183.83
18,Bachelor's,Mechanical Engineer,0.0,44.4,Other,Germany,Retail,107499.88
59,Master's,Marketing Manager,19.2,48.9,Male,Australia,Healthcare,209551.89
30,High School,Customer Support,7.4,45.5,Male,Australia,Manufacturing,87590.18
38,High School,Product Manager,12.3,33.0,Other,India,Retail,33784.61
30,Bachelor's,Sales Executive,10.0,44.0,Other,Canada,Finance,124995.06
30,Master's,Customer Support,2.8,56.1,Male,India,Finance,59679.6
30,Master's,Mechanical Engineer,3.4,35.4,Female,USA,Education,124238.9
26,Master's,Financial Analyst,4.8,43.3,Female,Canada,Finance,215322.01
48,Master's,Marketing Manager,13.5,38.2,Female,UK,Finance,193949.28
24,Bachelor's,Data Analyst,0.0,35.9,Male,India,Technology,50845.35
38,Bachelor's,Sales Executive,12.5,54.9,Male,Canada,Education,109099.77
34,Bachelor's,Mechanical Engineer,7.9,47.2,Female,Canada,Manufacturing,120267.6
33,Master's,HR Specialist,7.1,23.1,Female,Australia,Finance,146183.47
36,Bachelor's,Sales Executive,9.1,47.1,Female,India,Finance,52750.94
48,Bachelor's,Software Engineer,19.5,53.8,Male,USA,Manufacturing,199244.06
32,High School,Customer Support,3.8,47.7,Male,Germany,Manufacturing,70116.75
39,PhD,Software Engineer,14.4,45.9,Male,Australia,Manufacturing,196853.97
36,Master's,Software Engineer,14.5,57.5,Female,Australia,Finance,254763.1
52,Bachelor's,Operations Manager,20.2,33.7,Female,India,Healthcare,50859.8
39,Bachelor's,HR Specialist,9.1,47.7,Male,Canada,Finance,141216.68
19,Bachelor's,Product Manager,1.0,33.7,Female,USA,Technology,231541.26
29,Bachelor's,Software Engineer,7.5,45.6,Male,Germany,Finance,160182.75
46,Bachelor's,Financial Analyst,20.2,34.5,Male,USA,Education,137155.2
48,Bachelor's,Software Engineer,14.4,33.9,Male,USA,Retail,141292.24
35,High School,Mechanical Engineer,3.7,43.1,Female,Canada,Retail,79855.95
31,Master's,Customer Support,0.0,54.6,Female,India,Manufacturing,43678.05
41,High School,Financial Analyst,8.2,62.9,Female,Canada,Technology,136840.18
23,Bachelor's,Financial Analyst,3.7,50.4,Female,Germany,Finance,147880.09
42,PhD,Customer Support,12.0,38.0,Female,UK,Retail,136171.13
31,Master's,Operations Manager,5.2,30.3,Female,USA,Retail,139905.69
40,Bachelor's,Software Engineer,10.9,52.5,Female,Australia,Healthcare,194440.91
33,Bachelor's,Financial Analyst,11.0,58.9,Female,USA,Manufacturing,167924.07
18,High School,Software Engineer,0.0,31.8,Male,Canada,Retail,82530.99
35,High School,Data Analyst,6.2,38.8,Female,Canada,Retail,82331.01
43,Bachelor's,HR Specialist,13.2,42.9,Male,Canada,Healthcare,126169.72
26,Bachelor's,Customer Support,3.9,54.0,Female,Australia,Education,95657.9
41,PhD,Software Engineer,7.5,39.1,Female,UK,Retail,150215.65
44,Master's,Operations Manager,8.1,41.9,Male,USA,Education,135750.8
40,Master's,Sales Executive,8.9,39.2,Female,Canada,Education,104902.84
18,Bachelor's,Product Manager,0.0,41.2,Female,India,Healthcare,63305.9
36,Bachelor's,Mechanical Engineer,6.9,26.9,Male,USA,Retail,120318.12
19,Bachelor's,Marketing Manager,0.0,54.1,Female,USA,Education,125066.04
42,Bachelor's,Software Engineer,11.6,51.1,Female,UK,Technology,206364.47
40,High School,Software Engineer,4.6,42.7,Male,UK,Education,97022.14
29,Master's,Customer Support,2.4,35.4,Female,Australia,Retail,106655.53
24,Master's,Operations Manager,0.0,50.2,Female,Australia,Technology,189213.43
27,Master's,Sales Executive,7.8,42.0,Female,India,Education,48915.21
42,Master's,Operations Manager,3.8,43.3,Other,Canada,Finance,150782.59
42,PhD,Customer Support,11.4,46.6,Female,Canada,Retail,133157.76
35,PhD,Marketing Manager,1.5,37.6,Female,Australia,Technology,224671.43
36,Master's,Software Engineer,12.2,38.5,Male,Germany,Retail,131774.38
25,Bachelor's,Software Engineer,6.4,39.1,Female,Australia,Manufacturing,126940.59
31,Bachelor's,Financial Analyst,5.6,31.8,Female,India,Education,45159.29
28,Master's,Marketing Manager,5.4,34.6,Male,Australia,Finance,182644.13
32,Bachelor's,Mechanical Engineer,11.7,47.7,Female,UK,Healthcare,152221.58
30,Bachelor's,Customer Support,8.3,49.2,Male,USA,Education,111905.81
41,High School,Marketing Manager,13.4,45.8,Other,Australia,Education,92505.88
35,Master's,Mechanical Engineer,14.5,51.8,Male,Canada,Healthcare,163730.09
27,High School,Financial Analyst,4.1,29.7,Female,USA,Manufacturing,116760.32
40,PhD,Customer Support,12.7,44.2,Female,Australia,Education,136061.66
43,Bachelor's,Financial Analyst,15.0,57.8,Male,UK,Healthcare,143581.8
34,Bachelor's,HR Specialist,11.1,41.8,Female,Canada,Manufacturing,97570.55
27,Bachelor's,Operations Manager,6.2,37.9,Male,Canada,Finance,150019.05
31,High School,Sales Executive,5.8,40.4,Female,Germany,Healthcare,90540.99
56,High School,Sales Executive,17.3,52.8,Female,Australia,Technology,140434.41
27,Master's,Customer Support,1.5,44.9,Male,Canada,Retail,105917.92
35,Master's,Data Analyst,5.3,43.5,Male,Australia,Technology,210166.38
45,Bachelor's,Software Engineer,8.1,45.7,Male,India,Retail,51229.02
42,High School,Operations Manager,10.7,43.2,Female,USA,Technology,147739.65
50,Bachelor's,Software Engineer,9.5,39.4,Male,USA,Education,135041.01
40,High School,Mechanical Engineer,13.2,40.1,Female,USA,Education,108459.12
45,PhD,Sales Executive,15.3,51.4,Male,USA,Education,154791.29
49,PhD,Financial Analyst,16.0,43.4,Male,India,Education,71478.08
33,Master's,Operations Manager,5.1,50.3,Male,UK,Healthcare,156164.31
58,Bachelor's,Product Manager,21.0,48.8,Male,India,Healthcare,72147.15
29,High School,Sales Executive,10.2,43.0,Female,Australia,Technology,120957.84
57,Master's,HR Specialist,14.5,48.3,Female,India,Retail,56940.28
19,Master's,Sales Executive,1.0,36.2,Female,UK,Retail,119975.47
32,PhD,Financial Analyst,8.3,38.8,Male,Canada,Finance,227070.09
43,Bachelor's,Marketing Manager,15.5,38.5,Male,UK,Education,120538.8
42,Master's,Financial Analyst,11.8,46.5,Male,Germany,Healthcare,206250.38
43,Bachelor's,Customer Support,14.9,51.8,Female,Australia,Manufacturing,116661.43
41,High School,Marketing Manager,15.4,59.1,Female,Canada,Healthcare,115111.13
57,Master's,HR Specialist,22.3,41.7,Female,India,Retail,50592.98
43,Bachelor's,HR Specialist,9.2,40.4,Female,UK,Finance,155218.56
36,High School,Marketing Manager,15.3,36.9,Female,Canada,Technology,131018.12
36,Master's,Software Engineer,6.2,49.6,Female,UK,Technology,224163.71
38,Bachelor's,Mechanical Engineer,10.7,45.9,Female,Canada,Retail,93402.27
43,Master's,Product Manager,13.6,41.8,Female,Canada,Manufacturing,156479.19
55,Master's,Customer Support,19.9,38.8,Male,UK,Finance,167043.81
41,High School,Financial Analyst,14.0,36.3,Female,USA,Finance,153003.91
52,Master's,Financial Analyst,19.2,33.7,Female,India,Manufacturing,56838.96
48,Bachelor's,Software Engineer,17.2,39.6,Male,Canada,Finance,163786.88
37,Master's,Marketing Manager,2.2,42.6,Male,Germany,Retail,131893.6
36,High School,Data Analyst,13.7,30.3,Male,India,Healthcare,38571.0
36,Master's,Product Manager,10.1,38.4,Female,UK,Healthcare,195013.85
50,High School,Financial Analyst,12.9,44.4,Female,Australia,Technology,140835.02
32,High School,HR Specialist,6.2,39.4,Male,India,Manufacturing,33161.09
33,High School,Operations Manager,0.0,57.6,Other,UK,Healthcare,100866.52
33,High School,HR Specialist,10.1,38.1,Female,UK,Education,78814.88
52,Master's,Data Analyst,22.6,33.7,Female,USA,Retail,160698.95
56,High School,Financial Analyst,17.4,36.5,Male,USA,Education,101778.74
48,Bachelor's,Operations Manager,14.6,50.2,Male,Germany,Education,110651.1
36,Bachelor's,Financial Analyst,4.2,41.2,Female,India,Finance,62719.5
58,Master's,Operations Manager,25.4,41.3,Female,UK,Education,144663.93
44,Master's,Marketing Manager,13.9,56.8,Female,Germany,Manufacturing,144613.93
55,Bachelor's,Financial Analyst,18.1,37.6,Male,USA,Manufacturing,159552.61
42,High School,Financial Analyst,3.3,45.7,Female,Canada,Finance,113285.34
38,Bachelor's,Data Analyst,8.3,31.1,Male,India,Finance,65241.19
19,High School,Marketing Manager,0.0,50.8,Male,UK,Retail,74824.74
35,Master's,Operations Manager,12.9,59.0,Female,Germany,Healthcare,174086.45
45,Master's,Software Engineer,16.9,35.5,Female,USA,Technology,287631.33
41,Master's,Financial Analyst,14.1,47.9,Male,Germany,Technology,207641.44
31,High School,HR Specialist,13.0,47.9,Female,Germany,Education,77518.22
28,Bachelor's,HR Specialist,9.7,50.6,Male,India,Manufacturing,48406.8
39,Bachelor's,Operations Manager,6.7,31.0,Female,Canada,Manufacturing,111122.9
47,High School,Software Engineer,12.5,46.0,Female,Canada,Finance,114253.12
28,High School,Customer Support,4.2,49.2,Male,UK,Healthcare,91536.35
34,High School,Customer Support,10.4,29.2,Other,Australia,Retail,78072.29
41,Master's,Sales Executive,9.3,43.3,Female,India,Retail,48432.96
39,Bachelor's,Software Engineer,12.4,38.1,Female,Canada,Technology,180435.85
33,Bachelor's,HR Specialist,6.3,33.5,Female,Canada,Education,85985.84
30,High School,Product Manager,4.4,39.9,Female,India,Technology,52521.39
33,Master's,Sales Executive,6.9,32.3,Female,USA,Education,114970.85
53,Bachelor's,Marketing Manager,13.9,33.0,Female,India,Retail,42013.12
28,Bachelor's,HR Specialist,0.0,44.7,Male,Australia,Manufacturing,103412.83
27,Master's,Sales Executive,5.2,46.8,Female,UK,Healthcare,148369.7
23,High School,Software Engineer,0.0,40.7,Male,Canada,Technology,124593.6
30,Master's,Financial Analyst,12.0,36.1,Female,Australia,Retail,156523.21
36,Bachelor's,Product Manager,14.3,31.5,Male,Australia,Healthcare,157435.26
49,PhD,HR Specialist,13.3,49.8,Female,USA,Manufacturing,193152.59
27,PhD,Marketing Manager,2.9,44.6,Female,Canada,Manufacturing,177507.49
35,PhD,HR Specialist,9.2,40.9,Female,USA,Finance,248576.63
41,Bachelor's,Mechanical Engineer,15.9,42.0,Male,Germany,Education,99993.21
27,High School,Software Engineer,9.0,33.5,Male,USA,Retail,107869.23
47,High School,Customer Support,13.6,36.6,Male,UK,Education,71065.5
60,Bachelor's,Software Engineer,15.3,28.4,Male,Germany,Healthcare,142750.03
49,Bachelor's,Customer Support,17.3,40.8,Female,Canada,Retail,99882.61
31,PhD,Mechanical Engineer,6.0,38.3,Male,Canada,Healthcare,199125.07
35,High School,Mechanical Engineer,6.7,40.0,Male,Canada,Retail,79882.1
20,Bachelor's,Operations Manager,2.0,33.8,Male,India,Healthcare,54497.56
29,PhD,Sales Executive,10.4,20.0,Male,Australia,Healthcare,163276.84
44,PhD,Financial Analyst,9.3,40.9,Male,USA,Finance,252878.93
21,Master's,HR Specialist,2.2,38.3,Female,Germany,Retail,87882.86
30,Master's,HR Specialist,11.0,54.7,Male,Canada,Manufacturing,134676.6
64,Bachelor's,Mechanical Engineer,18.6,50.4,Male,UK,Technology,156296.3
18,Bachelor's,Financial Analyst,0.0,36.1,Other,UK,Healthcare,140621.51
47,High School,HR Specialist,13.5,49.1,Female,Canada,Education,83232.84
35,High School,Software Engineer,8.4,36.7,Male,India,Education,37476.94
37,Bachelor's,Sales Executive,8.4,42.0,Male,India,Healthcare,53888.47
30,Bachelor's,Software Engineer,10.4,46.2,Female,Germany,Technology,175529.66
47,High School,Mechanical Engineer,12.1,38.7,Female,Canada,Retail,95979.85
37,Master's,Operations Manager,9.3,29.8,Female,Australia,Healthcare,153361.43
38,Bachelor's,Customer Support,7.2,31.9,Male,Germany,Retail,83927.02
44,High School,Sales Executive,14.3,39.6,Other,UK,Manufacturing,103365.19
38,Bachelor's,Mechanical Engineer,11.8,44.6,Female,India,Retail,48725.23
29,Bachelor's,Customer Support,0.6,33.6,Male,Canada,Finance,116952.29
39,Bachelor's,Sales Executive,7.4,22.0,Male,Australia,Technology,130762.65
30,Bachelor's,Financial Analyst,9.6,41.6,Male,Canada,Healthcare,135020.65
43,Bachelor's,Operations Manager,8.9,53.3,Female,Australia,Retail,128535.46
34,Bachelor's,Software Engineer,10.7,47.5,Male,India,Retail,55082.06
41,Master's,Mechanical Engineer,18.9,47.9,Male,India,Healthcare,64146.4
39,Master's,Software Engineer,12.3,35.4,Female,India,Technology,79478.0
32,Master's,Customer Support,12.8,33.2,Male,USA,Retail,129602.33
57,High School,Mechanical Engineer,23.0,50.5,Male,India,Finance,52207.98
53,High School,Data Analyst,21.9,51.2,Male,Canada,Education,89901.93
41,High School,Sales Executive,10.7,32.4,Male,Germany,Technology,106136.25
30,Master's,Mechanical Engineer,8.2,53.0,Male,Canada,Technology,175554.9
23,Master's,HR Specialist,5.0,35.6,Female,Canada,Retail,120535.52
41,PhD,Operations Manager,11.6,36.2,Female,Australia,Healthcare,174564.21
32,PhD,Operations Manager,6.8,42.2,Male,Germany,Education,121401.44
30,Bachelor's,Financial Analyst,5.7,43.4,Female,UK,Technology,172269.16
46,Master's,Software Engineer,14.6,34.3,Female,Canada,Manufacturing,161290.61
27,Bachelor's,Data Analyst,0.0,44.5,Female,UK,Technology,148706.89
39,Master's,Marketing Manager,6.8,,Male,Germany,Finance,165918.29
46,Bachelor's,Financial Analyst,15.3,56.7,Male,Australia,Retail,122199.02
31,PhD,Operations Manager,1.5,47.0,Male,Canada,Healthcare,188546.99
31,High School,Product Manager,13.0,50.3,Female,USA,Finance,168232.36
51,Master's,Mechanical Engineer,15.3,39.4,Male,USA,Manufacturing,181780.47
44,High School,Operations Manager,13.9,48.7,Male,Australia,Finance,108600.9
48,Master's,Customer Support,6.7,34.7,Male,USA,Technology,214068.15
25,Bachelor's,Customer Support,2.8,27.8,Male,USA,Retail,94825.97
44,Master's,Financial Analyst,12.7,33.7,Female,Canada,Healthcare,152748.99
51,Bachelor's,Product Manager,13.2,41.2,Female,Germany,Finance,165280.66
40,Master's,Data Analyst,11.7,22.3,Female,Germany,Retail,116086.1
37,Master's,Product Manager,2.1,54.0,Female,India,Healthcare,77894.98
50,Master's,Sales Executive,15.1,33.8,Male,USA,Manufacturing,175044.38
34,Bachelor's,HR Specialist,10.0,32.3,Male,India,Manufacturing,38790.04
40,Bachelor's,HR Specialist,6.5,50.2,Male,USA,Education,118343.08
23,Master's,Customer Support,0.0,52.6,Female,Canada,Healthcare,134247.32
31,High School,Financial Analyst,7.2,29.1,Other,India,Technology,50014.68
34,High School,Financial Analyst,12.2,40.9,Female,USA,Technology,146655.07
39,PhD,Sales Executive,6.3,40.8,Female,UK,Finance,185464.42
18,Master's,Mechanical Engineer,0.0,48.5,Male,Germany,Retail,110835.5
54,Master's,Marketing Manager,12.3,35.4,Male,Germany,Healthcare,175261.38
40,Bachelor's,Customer Support,14.1,40.3,Male,Germany,Manufacturing,89705.55
42,High School,Sales Executive,16.1,43.9,Female,Australia,Retail,85966.78
36,PhD,HR Specialist,8.3,45.9,Male,UK,Manufacturing,150932.88
59,High School,Data Analyst,17.5,40.4,Female,USA,Manufacturing,116813.24
44,High School,Sales Executive,19.1,35.7,Male,USA,Technology,149562.09
43,Bachelor's,Customer Support,12.3,40.4,Female,Australia,Finance,146882.25
40,High School,Data Analyst,13.6,42.3,Other,Germany,Technology,128403.32
34,PhD,Product Manager,3.5,37.8,Male,USA,Manufacturing,238216.46
35,Master's,HR Specialist,6.6,46.3,Male,UK,Retail,115903.75
45,Bachelor's,Mechanical Engineer,12.0,45.7,Male,Canada,Finance,166814.88
48,Bachelor's,Operations Manager,21.4,45.1,Male,Australia,Retail,129835.34
56,Master's,Sales Executive,21.9,39.8,Male,Canada,Education,113436.49
24,Bachelor's,Sales Executive,2.3,43.4,Female,Australia,Manufacturing,111568.95
38,High School,Software Engineer,6.1,26.6,Male,Germany,Healthcare,99981.48
19,Bachelor's,Mechanical Engineer,0.0,46.9,Female,India,Finance,57242.66
38,Master's,Customer Support,16.2,31.2,Female,India,Technology,55283.76
46,Bachelor's,HR Specialist,21.4,41.0,Female,India,Education,39940.77
46,Master's,Mechanical Engineer,10.5,53.0,Female,Australia,Technology,211657.15
34,High School,Data Analyst,15.0,42.3,Male,USA,Technology,148118.7
37,Bachelor's,Data Analyst,11.0,43.2,Female,USA,Retail,113656.9
30,Master's,Financial Analyst,10.1,43.7,Female,India,Finance,82527.66
33,Master's,Product Manager,1.0,66.9,Female,UK,Manufacturing,172883.08
39,High School,Product Manager,13.4,36.8,Female,Germany,Technology,137489.44
28,High School,Product Manager,8.6,35.3,Female,USA,Healthcare,167020.82
52,Bachelor's,Operations Manager,15.2,49.4,Male,Canada,Technology,161153.69
45,Bachelor's,Operations Manager,11.7,51.6,Male,India,Finance,61343.72
42,PhD,Mechanical Engineer,9.6,37.9,Male,Germany,Retail,142862.74
59,Bachelor's,Operations Manager,21.0,34.6,Male,USA,Retail,137728.46
29,Bachelor's,Product Manager,4.6,42.4,Female,Canada,Technology,204268.54
23,High School,Operations Manager,4.3,47.8,Female,USA,Retail,94818.57
